time,x,y,s,dis,dir,event,nflId,displayName,jerseyNumber,team,frame.id,gameId,playId
Q1-14:48,30.20,6.70,NA,-0.4,NA,,1125,Nate Hall,32,Northwestern Wildcats,16,117,1111
Q1-14:48,30.00,6.80,NA,0.1,NA,,1125,Nate Hall,32,Northwestern Wildcats,17,117,1111
Q1-14:48,30.00,7.00,NA,0.2,NA,tackle,1125,Nate Hall,32,Northwestern Wildcats,18,117,1111
Q1-14:54,38.90,23.10,NA,0.0,NA,snap,1126,JR Pace,13,Northwestern Wildcats,1,117,1111
Q1-14:54,39.00,22.70,NA,-0.4,NA,,1126,JR Pace,13,Northwestern Wildcats,2,117,1111
Q1-14:53,40.80,23.10,NA,0.4,NA,,1126,JR Pace,13,Northwestern Wildcats,3,117,1111
Q1-14:53,43.60,24.00,NA,0.9,NA,,1126,JR Pace,13,Northwestern Wildcats,4,117,1111
Q1-14:52,46.60,24.70,NA,0.7,NA,,1126,JR Pace,13,Northwestern Wildcats,5,117,1111
Q1-14:52,47.95,24.95,NA,0.3,NA,throw,1126,JR Pace,13,Northwestern Wildcats,6,117,1111
Q1-14:52,49.30,25.20,NA,0.3,NA,,1126,JR Pace,13,Northwestern Wildcats,7,117,1111
Q1-14:51,51.00,24.40,NA,-0.8,NA,,1126,JR Pace,13,Northwestern Wildcats,8,117,1111
Q1-14:51,51.00,24.73,NA,0.3,NA,pass_outcome_complete,1126,JR Pace,13,Northwestern Wildcats,9,117,1111
Q1-14:51,51.00,25.07,NA,0.3,NA,,1126,JR Pace,13,Northwestern Wildcats,10,117,1111
Q1-14:51,51.00,25.40,NA,0.3,NA,,1126,JR Pace,13,Northwestern Wildcats,11,117,1111
Q1-14:50,49.60,21.60,NA,-3.8,NA,,1126,JR Pace,13,Northwestern Wildcats,12,117,1111
Q1-14:50,47.50,20.10,NA,-1.5,NA,,1126,JR Pace,13,Northwestern Wildcats,13,117,1111
Q1-14:49,44.70,18.50,NA,-1.6,NA,,1126,JR Pace,13,Northwestern Wildcats,14,117,1111
Q1-14:49,42.50,16.60,NA,-1.9,NA,,1126,JR Pace,13,Northwestern Wildcats,15,117,1111
Q1-14:48,40.90,13.90,NA,-2.7,NA,,1126,JR Pace,13,Northwestern Wildcats,16,117,1111
Q1-14:48,39.70,12.10,NA,-1.8,NA,,1126,JR Pace,13,Northwestern Wildcats,17,117,1111
Q1-14:48,39.50,12.00,NA,-0.1,NA,tackle,1126,JR Pace,13,Northwestern Wildcats,18,117,1111
Q1-14:54,38.00,37.90,NA,0.0,NA,snap,1127,Jared McGee,41,Northwestern Wildcats,1,117,1111
Q1-14:54,38.00,37.90,NA,0.0,NA,,1127,Jared McGee,41,Northwestern Wildcats,2,117,1111
Q1-14:53,39.10,39.00,NA,1.1,NA,,1127,Jared McGee,41,Northwestern Wildcats,3,117,1111
Q1-14:53,41.00,40.60,NA,1.6,NA,,1127,Jared McGee,41,Northwestern Wildcats,4,117,1111
Q1-14:52,43.20,41.00,NA,0.4,NA,,1127,Jared McGee,41,Northwestern Wildcats,5,117,1111
Q1-14:52,44.30,41.25,NA,0.3,NA,throw,1127,Jared McGee,41,Northwestern Wildcats,6,117,1111
Q1-14:52,45.40,41.50,NA,0.3,NA,,1127,Jared McGee,41,Northwestern Wildcats,7,117,1111
Q1-14:51,47.60,40.70,NA,-0.8,NA,,1127,Jared McGee,41,Northwestern Wildcats,8,117,1111
Q1-14:51,47.80,40.10,NA,-0.6,NA,pass_outcome_complete,1127,Jared McGee,41,Northwestern Wildcats,9,117,1111
Q1-14:51,48.00,39.50,NA,-0.6,NA,,1127,Jared McGee,41,Northwestern Wildcats,10,117,1111
Q1-14:51,48.20,38.90,NA,-0.6,NA,,1127,Jared McGee,41,Northwestern Wildcats,11,117,1111
Q1-14:50,48.10,37.10,NA,-1.8,NA,,1127,Jared McGee,41,Northwestern Wildcats,12,117,1111
Q1-14:50,48.00,33.60,NA,-3.5,NA,,1127,Jared McGee,41,Northwestern Wildcats,13,117,1111
Q1-14:49,47.30,30.90,NA,-2.7,NA,,1127,Jared McGee,41,Northwestern Wildcats,14,117,1111
Q1-14:49,46.60,28.80,NA,-2.1,NA,,1127,Jared McGee,41,Northwestern Wildcats,15,117,1111
Q1-14:48,46.10,25.50,NA,-3.3,NA,,1127,Jared McGee,41,Northwestern Wildcats,16,117,1111
Q1-14:48,45.10,23.70,NA,-1.8,NA,,1127,Jared McGee,41,Northwestern Wildcats,17,117,1111
Q1-14:48,45.00,23.50,NA,-0.2,NA,tackle,1127,Jared McGee,41,Northwestern Wildcats,18,117,1111
Q1-14:54,31.20,26.30,NA,0.0,NA,snap,1128,Paddy Fisher,42,Northwestern Wildcats,1,117,1111
Q1-14:54,30.90,26.10,NA,-0.2,NA,,1128,Paddy Fisher,42,Northwestern Wildcats,2,117,1111
Q1-14:53,30.80,25.80,NA,-0.3,NA,,1128,Paddy Fisher,42,Northwestern Wildcats,3,117,1111
Q1-14:53,31.90,25.00,NA,-0.8,NA,,1128,Paddy Fisher,42,Northwestern Wildcats,4,117,1111
Q1-14:52,33.90,23.70,NA,-1.3,NA,,1128,Paddy Fisher,42,Northwestern Wildcats,5,117,1111
Q1-14:52,35.70,21.70,NA,-2.0,NA,throw,1128,Paddy Fisher,42,Northwestern Wildcats,6,117,1111
Q1-14:52,35.50,23.10,NA,1.4,NA,,1128,Paddy Fisher,42,Northwestern Wildcats,7,117,1111
Q1-14:51,35.60,22.00,NA,-1.1,NA,,1128,Paddy Fisher,42,Northwestern Wildcats,8,117,1111
Q1-14:51,35.30,21.50,NA,-0.5,NA,pass_outcome_complete,1128,Paddy Fisher,42,Northwestern Wildcats,9,117,1111
Q1-14:51,35.20,21.40,NA,-0.1,NA,,1128,Paddy Fisher,42,Northwestern Wildcats,10,117,1111
Q1-14:51,35.10,21.30,NA,-0.1,NA,,1128,Paddy Fisher,42,Northwestern Wildcats,11,117,1111
Q1-14:50,34.90,18.60,NA,-2.7,NA,,1128,Paddy Fisher,42,Northwestern Wildcats,12,117,1111
Q1-14:50,34.20,16.10,NA,-2.5,NA,,1128,Paddy Fisher,42,Northwestern Wildcats,13,117,1111
Q1-14:49,32.90,13.30,NA,-2.8,NA,,1128,Paddy Fisher,42,Northwestern Wildcats,14,117,1111
Q1-14:49,31.80,10.90,NA,-2.4,NA,,1128,Paddy Fisher,42,Northwestern Wildcats,15,117,1111
Q1-14:48,30.60,7.90,NA,-3.0,NA,,1128,Paddy Fisher,42,Northwestern Wildcats,16,117,1111
Q1-14:48,28.90,6.60,NA,-1.3,NA,,1128,Paddy Fisher,42,Northwestern Wildcats,17,117,1111
Q1-14:48,28.90,6.60,NA,0.0,NA,tackle,1128,Paddy Fisher,42,Northwestern Wildcats,18,117,1111
Q1-14:54,33.40,10.40,NA,0.0,NA,snap,1133,Montre Hartage,24,Northwestern Wildcats,1,117,1111
Q1-14:54,33.20,10.20,NA,-0.2,NA,,1133,Montre Hartage,24,Northwestern Wildcats,2,117,1111
Q1-14:53,34.00,9.50,NA,-0.7,NA,,1133,Montre Hartage,24,Northwestern Wildcats,3,117,1111
Q1-14:53,35.20,9.30,NA,-0.2,NA,,1133,Montre Hartage,24,Northwestern Wildcats,4,117,1111
Q1-14:52,37.10,9.80,NA,0.5,NA,,1133,Montre Hartage,24,Northwestern Wildcats,5,117,1111
Q1-14:52,39.00,8.40,NA,-1.4,NA,throw,1133,Montre Hartage,24,Northwestern Wildcats,6,117,1111
Q1-14:52,38.90,9.70,NA,1.3,NA,,1133,Montre Hartage,24,Northwestern Wildcats,7,117,1111
Q1-14:51,38.30,9.10,NA,-0.6,NA,,1133,Montre Hartage,24,Northwestern Wildcats,8,117,1111
Q1-14:51,36.60,4.50,NA,-4.6,NA,pass_outcome_complete,1133,Montre Hartage,24,Northwestern Wildcats,9,117,1111
Q1-14:51,37.20,6.40,NA,1.9,NA,likelytackler,1133,Montre Hartage,24,Northwestern Wildcats,10,117,1111
Q1-14:51,36.40,7.90,NA,1.5,NA,,1133,Montre Hartage,24,Northwestern Wildcats,11,117,1111
Q1-14:50,34.40,8.10,NA,0.2,NA,,1133,Montre Hartage,24,Northwestern Wildcats,12,117,1111
Q1-14:50,32.90,9.70,NA,1.6,NA,,1133,Montre Hartage,24,Northwestern Wildcats,13,117,1111
Q1-14:49,31.40,10.00,NA,0.3,NA,,1133,Montre Hartage,24,Northwestern Wildcats,14,117,1111
Q1-14:49,29.60,10.70,NA,0.7,NA,,1133,Montre Hartage,24,Northwestern Wildcats,15,117,1111
Q1-14:48,28.80,8.00,NA,-2.7,NA,,1133,Montre Hartage,24,Northwestern Wildcats,16,117,1111
Q1-14:48,28.80,5.50,NA,-2.5,NA,,1133,Montre Hartage,24,Northwestern Wildcats,17,117,1111
Q1-14:48,30.50,7.10,NA,1.6,NA,tackle,1133,Montre Hartage,24,Northwestern Wildcats,18,117,1111
Q1-14:54,34.90,46.30,NA,0.0,NA,snap,1160,Roderick Campbell,9,Northwestern Wildcats,1,117,1111
Q1-14:54,34.80,46.20,NA,-0.1,NA,,1160,Roderick Campbell,9,Northwestern Wildcats,2,117,1111
Q1-14:53,33.40,46.60,NA,0.4,NA,,1160,Roderick Campbell,9,Northwestern Wildcats,3,117,1111
Q1-14:53,32.60,47.20,NA,0.6,NA,,1160,Roderick Campbell,9,Northwestern Wildcats,4,117,1111
Q1-14:52,33.30,47.90,NA,0.7,NA,,1160,Roderick Campbell,9,Northwestern Wildcats,5,117,1111
Q1-14:52,34.40,47.65,NA,-0.3,NA,throw,1160,Roderick Campbell,9,Northwestern Wildcats,6,117,1111
Q1-14:52,35.50,47.40,NA,-0.3,NA,,1160,Roderick Campbell,9,Northwestern Wildcats,7,117,1111
Q1-14:51,37.20,46.80,NA,-0.6,NA,,1160,Roderick Campbell,9,Northwestern Wildcats,8,117,1111
Q1-14:51,37.67,46.03,NA,-0.8,NA,pass_outcome_complete,1160,Roderick Campbell,9,Northwestern Wildcats,9,117,1111
Q1-14:51,38.13,45.27,NA,-0.8,NA,,1160,Roderick Campbell,9,Northwestern Wildcats,10,117,1111
Q1-14:51,38.60,44.50,NA,-0.8,NA,,1160,Roderick Campbell,9,Northwestern Wildcats,11,117,1111
Q1-14:50,39.60,41.90,NA,-2.6,NA,,1160,Roderick Campbell,9,Northwestern Wildcats,12,117,1111
Q1-14:50,40.50,38.30,NA,-3.6,NA,,1160,Roderick Campbell,9,Northwestern Wildcats,13,117,1111
Q1-14:49,40.70,33.90,NA,-4.4,NA,,1160,Roderick Campbell,9,Northwestern Wildcats,14,117,1111
Q1-14:49,40.00,30.60,NA,-3.3,NA,,1160,Roderick Campbell,9,Northwestern Wildcats,15,117,1111
Q1-14:48,39.40,26.80,NA,-3.8,NA,,1160,Roderick Campbell,9,Northwestern Wildcats,16,117,1111
Q1-14:48,38.70,24.10,NA,-2.7,NA,,1160,Roderick Campbell,9,Northwestern Wildcats,17,117,1111
Q1-14:48,38.70,24.10,NA,0.0,NA,,1160,Roderick Campbell,9,Northwestern Wildcats,18,117,1111
Q1-14:54,,,NA,0.0,NA,snap,, ,,,1,117,1111
Q1-14:54,,,NA,0.0,NA,snap,, ,,,1,117,1111
Q1-14:54,,,NA,0.0,NA,snap,, ,,,1,117,1111
Q1-14:52,,,NA,0.0,NA,throw,, ,,,6,117,1111
Q1-14:51,,,NA,0.0,NA,pass_outcome_complete,, ,,,9,117,1111
Q1-14:51,,,NA,0.0,NA,likelytackler,, ,,,10,117,1111
Q1-14:48,,,NA,0.0,NA,tackle,, ,,,18,117,1111
